0.7268,0.8347,0.9095,0.5716,0.6067,0.6258
0.7272,0.8333,0.9078,0.5737,0.6082,0.6272
0.7278,0.8351,0.9091,0.5736,0.6086,0.6275
0.7357,0.8429,0.9151,0.5800,0.6150,0.6334
0.7289,0.8360,0.9101,0.5736,0.6084,0.6273
0.7293,0.8364,0.9103,0.5745,0.6094,0.6282
0.0033,0.0034,0.0025,0.0029,0.0029,0.0026

