0.3527,0.4504,0.5614,0.2734,0.3048,0.3329
0.3541,0.4489,0.5621,0.2736,0.3041,0.3328
0.3507,0.4502,0.5571,0.2712,0.3032,0.3303
0.3533,0.4504,0.5554,0.2701,0.3013,0.3280
0.3466,0.4507,0.5567,0.2646,0.2981,0.3251
0.3515,0.4501,0.5585,0.2706,0.3023,0.3298
0.0027,0.0006,0.0027,0.0033,0.0024,0.0030

